yourlist:M2021051372FEB3358BE035486EE75ADE9E91772506A201F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
eco:b4040	P0AGK1	UBIA_ECOLI	reviewed	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.39) (4-HB polyprenyltransferase) (PHB octaprenyl transferase)	ubiA cyr b4040 JW4000	Escherichia coli (strain K12)	290
eco:b3744	P00963	ASNA_ECOLI	reviewed	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA b3744 JW3722	Escherichia coli (strain K12)	330
eco:b1119	P75959	NAGK_ECOLI	reviewed	N-acetyl-D-glucosamine kinase (EC 2.7.1.59) (GlcNAc kinase)	nagK ycfX b1119 JW1105	Escherichia coli (strain K12)	303
eco:b0695	P21865	KDPD_ECOLI	reviewed	Sensor protein KdpD (EC 2.7.13.3)	kdpD b0695 JW0683	Escherichia coli (strain K12)	894
eco:b4232	P0A993	F16PA_ECOLI	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp fdp b4232 JW4191	Escherichia coli (strain K12)	332
eco:b2957	P00805	ASPG2_ECOLI	reviewed	L-asparaginase 2 (EC 3.5.1.1) (L-asparaginase II) (L-ASNase II) (L-asparagine amidohydrolase II) (Colaspase)	ansB b2957 JW2924	Escherichia coli (strain K12)	348
eco:b3610	P0AC62	GLRX3_ECOLI	reviewed	Glutaredoxin 3 (Grx3)	grxC yibM b3610 JW3585	Escherichia coli (strain K12)	83
eco:b3591	P0A821	SELA_ECOLI	reviewed	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase)	selA fdhA b3591 JW3564	Escherichia coli (strain K12)	463
eco:b3894	P32176	FDOG_ECOLI	reviewed	Formate dehydrogenase-O major subunit (EC 1.17.1.9) (Aerobic formate dehydrogenase major subunit) (FDH-Z subunit alpha) (Formate dehydrogenase-O subunit alpha)	fdoG b3894 JW3865	Escherichia coli (strain K12)	1016
eco:b4388	P0AGB0	SERB_ECOLI	reviewed	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	serB b4388 JW4351	Escherichia coli (strain K12)	322
eco:b3198	P0ABZ4	KDSC_ECOLI	reviewed	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC (EC 3.1.3.45) (KDO 8-P phosphatase)	kdsC yrbI yrbJ b3198 JW3165	Escherichia coli (strain K12)	188
eco:b4139	P0AC38	ASPA_ECOLI	reviewed	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)	aspA b4139 JW4099	Escherichia coli (strain K12)	478
eco:b0937	P80644	SSUE_ECOLI	reviewed	FMN reductase (NADPH) (EC 1.5.1.38) (FMN reductase) (Sulfate starvation-induced protein 4) (SSI4)	ssuE ycbP b0937 JW0920	Escherichia coli (strain K12)	191
eco:b0995	P38684	TORR_ECOLI	reviewed	TorCAD operon transcriptional regulatory protein TorR	torR b0995 JW0980	Escherichia coli (strain K12)	230
eco:b1539	P39831	YDFG_ECOLI	reviewed	NADP-dependent 3-hydroxy acid dehydrogenase YdfG (L-allo-threonine dehydrogenase) (EC 1.1.1.381) (Malonic semialdehyde reductase) (EC 1.1.1.298)	ydfG b1539 JW1532	Escherichia coli (strain K12)	248
eco:b1855	P24205	LPXM_ECOLI	reviewed	Lipid A biosynthesis myristoyltransferase (EC 2.3.1.243) (Kdo(2)-lauroyl-lipid IV(A) myristoyltransferase)	lpxM msbB b1855 JW1844	Escherichia coli (strain K12)	323
eco:b3704	P0A7Y8	RNPA_ECOLI	reviewed	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA b3704 JW3681	Escherichia coli (strain K12)	119
eco:b3360	P00903	PABA_ECOLI	reviewed	Aminodeoxychorismate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	pabA b3360 JW3323	Escherichia coli (strain K12)	187
eco:b1130	P23836	PHOP_ECOLI	reviewed	Transcriptional regulatory protein PhoP	phoP b1130 JW1116	Escherichia coli (strain K12)	223
eco:b4053	P0A6B4	ALR1_ECOLI	reviewed	Alanine racemase, biosynthetic (EC 5.1.1.1)	alr b4053 JW4013	Escherichia coli (strain K12)	359
eco:b2469	P27896	NARQ_ECOLI	reviewed	Nitrate/nitrite sensor protein NarQ (EC 2.7.13.3)	narQ b2469 JW2453	Escherichia coli (strain K12)	566
eco:b1264	P00895	TRPE_ECOLI	reviewed	Anthranilate synthase component 1 (AS) (ASI) (EC 4.1.3.27)	trpE b1264 JW1256	Escherichia coli (strain K12)	520
eco:b1301	P37906	PUUB_ECOLI	reviewed	Gamma-glutamylputrescine oxidoreductase (Gamma-Glu-Put oxidase) (Gamma-glutamylputrescine oxidase) (EC 1.4.3.-)	puuB ordL ycjA b1301 JW1294	Escherichia coli (strain K12)	426
eco:b1525	P76149	SAD_ECOLI	reviewed	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad (SSADH) (SSDH) (EC 1.2.1.16)	sad yneI b1525 JW5247	Escherichia coli (strain K12)	462
eco:b3425	P0A6V5	GLPE_ECOLI	reviewed	Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	glpE b3425 JW3388	Escherichia coli (strain K12)	108
eco:b1398	P76085	PAAK_ECOLI	reviewed	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) (Phenylacetyl-CoA ligase) (PA-CoA ligase)	paaK b1398 JW5218	Escherichia coli (strain K12)	437
eco:b2799	P0A9S1	FUCO_ECOLI	reviewed	Lactaldehyde reductase (EC 1.1.1.77) (Propanediol oxidoreductase)	fucO b2799 JW2770	Escherichia coli (strain K12)	382
eco:b2803	P11553	FUCK_ECOLI	reviewed	L-fuculokinase (EC 2.7.1.51) (L-fuculose kinase)	fucK b2803 JW2774	Escherichia coli (strain K12)	472
eco:b3605	P33232	LLDD_ECOLI	reviewed	L-lactate dehydrogenase (EC 1.1.-.-)	lldD lctD b3605 JW3580	Escherichia coli (strain K12)	396
eco:b3073	P42588	PAT_ECOLI	reviewed	Putrescine aminotransferase (PAT) (PATase) (EC 2.6.1.82) (Cadaverine transaminase) (Diamine transaminase) (EC 2.6.1.29) (Putrescine transaminase) (Putrescine--2-oxoglutaric acid transaminase) (Putrescine:2-OG aminotransferase)	patA ygjG b3073 JW5510	Escherichia coli (strain K12)	459
eco:b3517	P69908	DCEA_ECOLI	reviewed	Glutamate decarboxylase alpha (GAD-alpha) (EC 4.1.1.15)	gadA gadS b3517 JW3485	Escherichia coli (strain K12)	466
eco:b2615	P0A7B3	NADK_ECOLI	reviewed	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK yfjB yfjE b2615 JW2596	Escherichia coli (strain K12)	292
eco:b2303	P0AC19	FOLX_ECOLI	reviewed	Dihydroneopterin triphosphate 2'-epimerase (EC 5.1.99.7) (D-erythro-7,8-dihydroneopterin triphosphate epimerase)	folX b2303 JW2300	Escherichia coli (strain K12)	120
eco:b1609	P18392	RSTB_ECOLI	reviewed	Sensor protein RstB (EC 2.7.13.3)	rstB uspT b1609 JW1601	Escherichia coli (strain K12)	433
eco:b4323	P39160	UXUB_ECOLI	reviewed	D-mannonate oxidoreductase (EC 1.1.1.57) (Fructuronate reductase)	uxuB b4323 JW4286	Escherichia coli (strain K12)	486
eco:b3708	P0A853	TNAA_ECOLI	reviewed	Tryptophanase (EC 4.1.99.1) (L-tryptophan indole-lyase) (TNase)	tnaA ind b3708 JW3686	Escherichia coli (strain K12)	471
eco:b2428	P76535	MURQ_ECOLI	reviewed	N-acetylmuramic acid 6-phosphate etherase (MurNAc-6-P etherase) (EC 4.2.1.126) (N-acetylmuramic acid 6-phosphate hydrolase) (N-acetylmuramic acid 6-phosphate lyase)	murQ yfeU b2428 JW2421	Escherichia coli (strain K12)	298
eco:b3908	P00448	SODM_ECOLI	reviewed	Superoxide dismutase [Mn] (EC 1.15.1.1) (MnSOD)	sodA b3908 JW3879	Escherichia coli (strain K12)	206
eco:b3137	P0AB74	KBAY_ECOLI	reviewed	D-tagatose-1,6-bisphosphate aldolase subunit KbaY (TBPA) (TagBP aldolase) (EC 4.1.2.40) (D-tagatose-bisphosphate aldolase class II) (Ketose 1,6-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	kbaY agaY kba yraC b3137 JW3106	Escherichia coli (strain K12)	286
eco:b1734	P17411	CHBF_ECOLI	reviewed	6-phospho-beta-glucosidase (EC 3.2.1.86) (Cellobiose-6-phosphate hydrolase) (Phospho-chitobiase)	chbF celF ydjD b1734 JW1723	Escherichia coli (strain K12)	450
eco:b1748	P77581	ASTC_ECOLI	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Carbon starvation protein C) (Succinylornithine aminotransferase)	astC argM cstC ydjW b1748 JW1737	Escherichia coli (strain K12)	406
eco:b4471	P42630	TDCG_ECOLI	reviewed	L-serine dehydratase TdcG (SDH) (EC 4.3.1.17) (L-serine deaminase)	tdcG yhaP yhaQ b4471 JW5520	Escherichia coli (strain K12)	454
eco:b1851	P0ADF6	EDD_ECOLI	reviewed	Phosphogluconate dehydratase (EC 4.2.1.12) (6-phosphogluconate dehydratase) (Entner-Doudoroff dehydrase)	edd b1851 JW1840	Escherichia coli (strain K12)	603
eco:b1888	P07363	CHEA_ECOLI	reviewed	Chemotaxis protein CheA (EC 2.7.13.3)	cheA b1888 JW1877	Escherichia coli (strain K12)	654
eco:b1897	P31678	OTSB_ECOLI	reviewed	Trehalose-6-phosphate phosphatase (TPP) (EC 3.1.3.12) (Osmoregulatory trehalose synthesis protein B) (Trehalose 6-phosphate phosphatase) (Trehalose-phosphatase)	otsB b1897 JW1886	Escherichia coli (strain K12)	266
eco:b2786	P0AEC5	BARA_ECOLI	reviewed	Signal transduction histidine-protein kinase BarA (EC 2.7.13.3)	barA b2786 JW2757	Escherichia coli (strain K12)	918
eco:b2218	P0DMC5	RCSC_ECOLI	reviewed	Sensor histidine kinase RcsC (EC 2.7.13.3) (Capsular synthesis regulator component C)	rcsC b2218 JW5917/JW5920	Escherichia coli (strain K12)	949
eco:b2026	P06989	HIS2_ECOLI	reviewed	Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)]	hisI hisIE b2026 JW2008	Escherichia coli (strain K12)	203
eco:b2079	P69228	BAER_ECOLI	reviewed	Transcriptional regulatory protein BaeR	baeR b2079 JW2064	Escherichia coli (strain K12)	240
eco:b3994	P30136	THIC_ECOLI	reviewed	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC b3994 JW3958	Escherichia coli (strain K12)	631
eco:b2166	P30235	PSUK_ECOLI	reviewed	Pseudouridine kinase (EC 2.7.1.83)	psuK pscK yeiC b2166 JW2153	Escherichia coli (strain K12)	313
eco:b2220	Q06065	ATOC_ECOLI	reviewed	Regulatory protein AtoC (Acetoacetate metabolism regulatory protein) (DNA-binding transcriptional regulator AtoC) (Ornithine decarboxylase antizyme)	atoC az b2220 JW2214	Escherichia coli (strain K12)	461
eco:b3926	P0A6F3	GLPK_ECOLI	reviewed	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK b3926 JW3897	Escherichia coli (strain K12)	502
eco:b2257	P76473	ARNT_ECOLI	reviewed	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase) (Polymyxin resistance protein PmrK) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	arnT pmrK yfbI b2257 JW2251	Escherichia coli (strain K12)	550
eco:b2379	P77434	ALAC_ECOLI	reviewed	Glutamate-pyruvate aminotransferase AlaC (EC 2.6.1.2)	alaC yfdZ b2379 JW2376	Escherichia coli (strain K12)	412
eco:b2370	P30855	EVGS_ECOLI	reviewed	Sensor protein EvgS (EC 2.7.13.3)	evgS b2370 JW2367	Escherichia coli (strain K12)	1197
eco:b3519	P62601	TREF_ECOLI	reviewed	Cytoplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	treF b3519 JW3487	Escherichia coli (strain K12)	549
eco:b4239	P28904	TREC_ECOLI	reviewed	Trehalose-6-phosphate hydrolase (EC 3.2.1.93) (Alpha,alpha-phosphotrehalase)	treC olgH b4239 JW4198	Escherichia coli (strain K12)	551
eco:b3607	P0A9D4	CYSE_ECOLI	reviewed	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE b3607 JW3582	Escherichia coli (strain K12)	273
eco:b2441	P0AEJ6	EUTB_ECOLI	reviewed	Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7) (Ethanolamine ammonia-lyase large subunit)	eutB b2441 JW2434	Escherichia coli (strain K12)	453
eco:b3779	P25552	GPPA_ECOLI	reviewed	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40) (Guanosine pentaphosphate phosphohydrolase) (pppGpp-5'-phosphohydrolase)	gppA gpp b3779 JW5603	Escherichia coli (strain K12)	494
eco:b2556	P52101	GLRK_ECOLI	reviewed	Sensor histidine kinase GlrK (EC 2.7.13.3)	glrK yfhK b2556 JW5407	Escherichia coli (strain K12)	475
eco:b2662	P22256	GABT_ECOLI	reviewed	4-aminobutyrate aminotransferase GabT (EC 2.6.1.19) (5-aminovalerate transaminase) (EC 2.6.1.48) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (Glutamate:succinic semialdehyde transaminase) (L-AIBAT)	gabT b2662 JW2637	Escherichia coli (strain K12)	426
eco:b2947	P04425	GSHB_ECOLI	reviewed	Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)	gshB gsh-II b2947 JW2914	Escherichia coli (strain K12)	316
eco:b2920	P52043	SCPC_ECOLI	reviewed	Propionyl-CoA:succinate CoA transferase (EC 2.8.3.-)	scpC ygfH b2920 JW2887	Escherichia coli (strain K12)	492
eco:b4117	P28629	ADIA_ECOLI	reviewed	Biodegradative arginine decarboxylase (ADC) (EC 4.1.1.19)	adiA adi b4117 JW5731	Escherichia coli (strain K12)	755
eco:b3026	P40719	QSEC_ECOLI	reviewed	Sensor protein QseC (EC 2.7.13.3)	qseC ygiY b3026 JW2994	Escherichia coli (strain K12)	449
eco:b3128	P39829	GARD_ECOLI	reviewed	Galactarate dehydratase (L-threo-forming) (GalcD) (EC 4.2.1.42)	garD yhaG b3128 JW3097	Escherichia coli (strain K12)	523
eco:b4401	P0A9Q1	ARCA_ECOLI	reviewed	Aerobic respiration control protein ArcA (Dye resistance protein)	arcA cpxC dye fexA msp seg sfrA b4401 JW4364	Escherichia coli (strain K12)	238
eco:b3225	P0A6L4	NANA_ECOLI	reviewed	N-acetylneuraminate lyase (NAL) (Neu5Ac lyase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (NALase) (Sialate lyase) (Sialic acid aldolase) (Sialic acid lyase)	nanA npl b3225 JW3194	Escherichia coli (strain K12)	297
eco:b4474	P45541	FRLC_ECOLI	reviewed	Fructoselysine 3-epimerase (EC 5.1.3.41)	frlC yhfO yhfP b4474 JW5699	Escherichia coli (strain K12)	276
eco:b3405	P0AA16	OMPR_ECOLI	reviewed	DNA-binding dual transcriptional regulator OmpR (Transcriptional regulatory protein OmpR)	ompR kmt ompB b3405 JW3368	Escherichia coli (strain K12)	239
eco:b3432	P07762	GLGB_ECOLI	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB b3432 JW3395	Escherichia coli (strain K12)	728
eco:b3565	P00944	XYLA_ECOLI	reviewed	Xylose isomerase (EC 5.3.1.5) (D-xylulose keto-isomerase)	xylA b3565 JW3537	Escherichia coli (strain K12)	440
eco:b3617	P0AB77	KBL_ECOLI	reviewed	2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (EC 2.3.1.29) (Glycine acetyltransferase)	kbl b3617 JW3592	Escherichia coli (strain K12)	398
eco:b3632	P25742	RFAQ_ECOLI	reviewed	Lipopolysaccharide core heptosyltransferase RfaQ (EC 2.-.-.-)	rfaQ waaQ b3632 JW3607	Escherichia coli (strain K12)	344
eco:b3669	P0AGA6	UHPA_ECOLI	reviewed	Transcriptional regulatory protein UhpA	uhpA b3669 JW3644	Escherichia coli (strain K12)	196
eco:b4478	Q6BF17	DGOD_ECOLI	reviewed	D-galactonate dehydratase (GalD) (EC 4.2.1.6)	dgoD yidU b4478 JW5629	Escherichia coli (strain K12)	382
eco:b3752	P0A9J6	RBSK_ECOLI	reviewed	Ribokinase (RK) (EC 2.7.1.15)	rbsK b3752 JW3731	Escherichia coli (strain K12)	309
eco:b4481	P56258	WECF_ECOLI	reviewed	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase (EC 2.4.1.325) (4-alpha-L-fucosyltransferase) (TDP-Fuc4NAc:lipid II Fuc4NAc transferase) (Fuc4NAc transferase)	wecF rffT yifM b4481 JW5596	Escherichia coli (strain K12)	359
eco:b3904	P32171	RHAB_ECOLI	reviewed	L-Rhamnulokinase (RhaB) (RhuK) (EC 2.7.1.5) (ATP:L-rhamnulose phosphotransferase) (L-rhamnulose 1-kinase) (Rhamnulose kinase)	rhaB b3904 JW3875	Escherichia coli (strain K12)	489
eco:b3912	P0AE88	CPXR_ECOLI	reviewed	Transcriptional regulatory protein CpxR	cpxR yiiA b3912 JW3883	Escherichia coli (strain K12)	232
eco:b4004	P14375	ZRAR_ECOLI	reviewed	Transcriptional regulatory protein ZraR	zraR hydG b4004 JW3968	Escherichia coli (strain K12)	441
eco:b4071	P0ABL1	NRFB_ECOLI	reviewed	Cytochrome c-type protein NrfB	nrfB yjcI b4071 JW4032	Escherichia coli (strain K12)	188
eco:b4101	P16685	PHNG_ECOLI	reviewed	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG (RPnTP synthase subunit PhnG) (EC 2.7.8.37)	phnG b4101 JW4062	Escherichia coli (strain K12)	150
eco:b4113	P30843	BASR_ECOLI	reviewed	Transcriptional regulatory protein BasR	basR pmrA b4113 JW4074	Escherichia coli (strain K12)	222
eco:b4125	P0AEC8	DCUS_ECOLI	reviewed	Sensor histidine kinase DcuS (EC 2.7.13.3) (Fumarate sensor)	dcuS yjdH b4125 JW4086	Escherichia coli (strain K12)	543
eco:b4198	P39306	ULAF_ECOLI	reviewed	L-ribulose-5-phosphate 4-epimerase UlaF (EC 5.1.3.4) (L-ascorbate utilization protein F) (Phosphoribulose isomerase)	ulaF sgaE yjfX b4198 JW4156	Escherichia coli (strain K12)	228
eco:b4399	P08401	CREC_ECOLI	reviewed	Sensor protein CreC (EC 2.7.13.3)	creC phoM b4399 JW4362	Escherichia coli (strain K12)	474
